u温眸下小气质	290	207	501	0	0	66	49
u溯之mio	264	632	80	0	0	0	0
u满基衣冠胜雪	446	39	811	0	0	0	0
u漫动空城	75	9	610	0	0	1	0
u漫天彼岸花	138	83	4418	0	5	2	0
u灰灰是你哥_	189	61	151	0	0	7	6
u炳小文童鞋	291	287	2973	0	0	0	6
u烟云过眼事已消	140	228	652	0	0	0	0
u热望着	600	414	238	0	0	1	12
u煎饼果额	94	47	0	0	0	0	0
u熊觉主	684	1450	712	0	0	11	3
u燃烧的小木条-	636	117	171	0	1	11	27
u爱吃鱼的猫布拉多尔	239	19	287	0	0	0	0
u爱吐槽的活力达达仔	268	456	4508	0	0	1	0
u爱在枫叶下的夕阳	332	1094	6753	0	0	0	1
u爱新觉罗的帝国	114	56	336	0	0	0	0
u爱生活的M_lulu	85	18	102	0	0	0	18
u爱笑的晓婷也叫smile	110	85	488	0	0	3	17
u爱豆小屁猪	38	2	32	0	0	0	0
u爷霸气一笑	356	57	1108	0	0	2	2
u牛奶肥圆子	351	232	177	0	0	19	14
u犄角先生_	88	70	578	0	1	5	1
u独在风中舞	150	95	1141	0	0	0	0
u狮驼岭摇摇车车神	80	27	308	0	0	0	2
u狼-诱惑你	111	138	5349	0	0	0	0
u猫卷	94	117	813	0	3	15	1
u猴大锤	296	1680	1583	0	0	4	4
u王小刀21	41	18	4	0	0	0	0
u王小明的黄瓜片	58	181	529	0	0	15	6
u王尼玛殿下o丶	705	735	4664	0	0	1	0
u王强-5871	91	157	1	0	0	0	0
u玮玮喂轩	263	646	181	0	0	2	8
u球场大叔铁柱	435	661	564	0	2	48	62
u瑜鱼鱼鱼鱼鱼鱼	491	100	34	0	0	5	3
u用户5237463218	49	3	125	0	0	0	0
u用户5789405055	86	1	370	0	0	0	0
u用户6021870771	79	6	23	0	0	0	0
u用户6072506443	92	8	43	0	0	2	2
u田小糖她姐	491	46	366	0	0	4	0
u电算化i	476	43	67	0	0	20	4
u畎蜀	184	93	41	0	0	0	1
u疯子双鱼翔	315	157	181	0	1	0	1
u登未来峰	165	55	302	0	0	8	19
u相互敬重	720	384	4655	0	1	0	7
u相守合	83	33	881	0	1	3	3
u看你这么好看那我就原谅你了	687	1155	17013	0	33	4	13
u看谁都眼红	96	37	74	0	0	0	0
u睡扁的头发	92	111	503	0	1	2	2
u瞳孔里的阳光619	200	10	4	0	0	0	2
u短短人生太多变化	668	488	6503	0	0	0	1
u短腿小粥粥	95	82	187	0	0	0	0
u确幸彭	145	88	580	0	0	0	0
u祝绾绾shay	310	95	873	0	1	0	3
u秋天memory黄	196	426	12559	0	2	0	0
u穆斯君__没有被下降头的凯吹	242	67	1417	0	1	1	0
u竹枝枝	37	16	33	0	0	0	0
u竹楼星星	75	18	196	0	0	0	0
u竹漾	86	78	120	0	0	32	4
u笑死人算了	185	32	264	0	0	0	0
u笑疯的颖妹子	139	156	100	0	0	0	2
u紫萱年华	365	96	624	0	5	3	5
u綠豆蛙_Aaron_宇V	364	138	700	0	0	1	0
u红星闪闪的小小超	75	461	136	0	0	3	0
u绝版好男人啦	38	9	1	0	0	0	0
u缚悉底	158	240	5041	0	0	0	0
u罗伯特臭丫头2333	37	23	37	0	0	0	11
u翊笙Irving	244	220	873	0	1	8	20
u翻滚吧球球2015	381	40	1712	0	0	0	0
u翻滚的阿柒	182	27	840	0	0	0	0
u老刘就是我啊	154	77	2	0	0	2	33
u耐心的劳模	135	694	55	0	0	13	3
u肉丸子兜兜	1232	374	1522	0	0	0	0
u脑内核裂变	521	694	129	0	1	9	64
u脑袋坏了就要修	96	96	6721	0	0	0	0
u艾难以启齿	292	585	227	0	4	25	3
u芙蓉树下的猫	59	57	473	0	0	0	0
u苏子卿-	44	95	544	0	2	0	0
u若时光逆流流流	294	120	1640	0	0	2	1
u若晨200002	92	2	14	0	0	0	0
u草头芦鸢	29	9	11	0	0	0	1
u莫嗲莫娘的孵蛋葱	249	29	113	0	0	1	1
u萌吐奶甜菜的专属	65	64	2161	0	0	0	1
u萌橙大大是也	187	57	618	0	0	0	0
u萌饺煮	593	1756	4469	0	2	35	37
u萧恒瑜	170	63	1072	0	1	1	0
u落星无尘_Will	550	105	5321	0	1	0	0
u落笔成刃	321	109	3969	0	11	0	4
u落葵泪入酒	138	68	628	0	0	0	2
u蒙哒哒的小傲娇	254	138	100	0	0	9	4
u蓝天链接	297	125	4599	0	0	0	0
u蔚薇的邓老凉茶	383	49	1482	0	1	0	0
u薛定谔的小花猫儿	71	127	335	0	0	6	17
u蛇长-五期都是攻	382	130	2198	0	1	0	0
u蜗牛小丑	214	999	6064	0	2	9	0
u蜜蜜CC6122878189	523	154	21	0	0	2	13
u蝈蝈就是爱唱歌	227	31	279	0	0	0	0
u蠢洁是个矛盾体	290	94	36	0	0	12	24
u袁来是阿杰啊	142	68	1067	0	0	38	15
u被解放的阿男	29	27	12	0	3	15	1
u西瓜味冰淇淋_	84	96	444	0	0	4	12
u西西家日剧同款百元店	112	1009	254	0	0	0	0
u西门达斯	175	14	112	0	0	2	1
u要叫我小天使	259	508	2982	0	0	35	8
u要怼人的喀酱	351	161	882	0	0	0	1
u讓時間來告訴你	87	99	382	0	3	13	14
u谁主沉浮V587	594	90	2996	0	3	6	50
u谦谦子君WQ	83	26	106	0	0	0	2
u谷雨_建设社会主义	87	11	1	0	0	0	0
u贰零伍叁壹玖肆柒伍壹捌陆	114	11	351	0	16	0	0
u超凡的凡呀	130	33	13	0	2	7	20
u越女是个大美妞	79	16	18	0	0	4	5
u路漫321	117	27	348	0	0	0	0
u路越黑越期待光	257	215	2671	0	0	2	1
u轻微间歇性眼睑痉挛患者	603	261	1363	0	0	5	0
u辣妹一条心	169	66	5278	0	4	0	0
u连亮-	367	586	114	0	0	15	18
u迷人的雨做的云朵	55	49	11572	0	0	0	0
u追喜剧的人	533	1834	367	0	7	192	217
u追甍痴子心	53	45	160	0	0	3	19
u逆袭吧Skylee	345	238	6668	0	0	0	2
u选择题全对饼饼饼Captain	413	225	898	0	0	13	15
u逗B青年二B多	102	36	913	0	0	0	1
u逗逼一姐的日常	266	586	18	0	1	7	7
u逗长老	57	18	154	0	0	1	1
u逮你两jio	472	139	39	0	0	12	6
u那么你会	312	84	1920	0	0	1	0
u邦妮兔和小熊	97	56	186	0	2	0	4
u郁乎苍苍lyy	66	37	29	0	0	35	17
u郑Alexa	199	23	321	0	0	1	0
u都是拜你的纯洁理想所赐	72	152	590	0	0	0	0
u酒盗J	225	2603	3393	0	1	25	10
u里修德	107	88	203	0	0	7	6
u鎏恣意	224	66	625	0	0	5	1
u钰磊磊呦	331	106	478	0	0	0	0
u钱锅锅	348	241	449	0	0	5	4
u铁旅纵横	898	851	9228	0	2	8	7
u铜陵学院团委	531	3721	6581	1	16	195	121
u长出团子啦	226	117	1474	0	0	1	1
u长得挺壮	776	1710	11304	0	14	10	11
u问鲤Zzz	299	207	4407	0	0	9	1
u阿尔茨海默氏病	98	136	977	0	1	82	46
u阿斯穆森	100	23	50	0	0	0	0
u陆知狂	563	419	5007	0	2	1	5
u陈啧啧yo	158	332	44	0	0	16	85
